bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
444,Pyramids of Montauk: Explorations in Consciousness,Peter Moon and Preston B Nichols and Nina Helms,3.89,963188925.0,9780000000000.0,eng,256.0,74,2,1995-01-01,Sky Books (NY)
446,The Brooklyn Follies,Paul Auster,3.84,312426232.0,9780000000000.0,eng,306.0,17977,1157,2006-10-17,Picador
447,Moon Palace,Paul Auster,3.94,140115854.0,9780000000000.0,eng,320.0,16099,503,1990-04-01,Penguin Books
453,The Music of Chance,Paul Auster,3.9,140154078.0,9780000000000.0,en-US,217.0,361,36,1991-12-01,Penguin Books
454,Travels in the Scriptorium,Paul Auster,3.23,805081453.0,9780000000000.0,eng,145.0,6688,562,2007-01-23,Henry Holt & Company
456,Leviathan,Paul Auster,3.96,140178139.0,9780000000000.0,eng,275.0,11744,443,1993-09-01,Penguin Books
463,The Red Notebook: True Stories,Paul Auster,3.77,811214982.0,9780000000000.0,eng,104.0,2390,120,2002-06-17,New Directions
466,Timbuktu / Leviathan / Moon Palace,Paul Auster,4.38,2742741461.0,9780000000000.0,fre,1075.0,21,1,2002-11-07,Actes Sud
475,Collapse: How Societies Choose to Fail or Succeed,Jared Diamond,3.93,143036556.0,9780000000000.0,eng,608.0,52522,2780,2005-12-27,Penguin Books Ltd. (London)
476,The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,Stephen Leeb and Glen C Strathy,3.4,446579785.0,9780000000000.0,en-US,211.0,213,26,2006-02-01,Business Plus
478,Bowling Alone: The Collapse and Revival of American Community,Robert D Putnam,3.8,743203046.0,9780000000000.0,eng,544.0,4762,512,2001-08-07,Simon  Schuster
484,Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,Joy Harjo and Gloria Bird and Beth Cuthand and Valerie Martinez and Patricia Blanco,4.39,393318281.0,9780000000000.0,eng,576.0,278,20,1998-09-17,W. W. Norton  Company
493,My Inventions,Nikola Tesla,4.01,1599869942.0,9780000000000.0,eng,88.0,2862,262,2006-05-17,Filiquarian Publishing  LLC.
494,Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,Marc J  Seifer and William H Terbo,3.78,806519606.0,9780000000000.0,eng,542.0,2829,334,2001-02-01,Citadel
497,Nikola Tesla: A Spark of Genius,Carol DommermuthCosta,3.93,822549204.0,9780000000000.0,eng,144.0,105,5,1994-10-01,Lerner Publications
498,Tesla Papers,Nikola Tesla and David Hatcher Childress,4.13,932813860.0,9780000000000.0,eng,100.0,102,2,2000-12-01,Adventures Unlimited Press
511,Boys of Summer,Julie Elizabeth Leto and Leslie Kelly and Kimberly Raye,3.77,373792689.0,9780000000000.0,eng,249.0,478,12,2006-06-27,Harlequin Blaze
515,Programming Ruby: The Pragmatic Programmers' Guide,Dave Thomas and Chad Fowler and Andy Hunt,4.03,974514055.0,9780000000000.0,en-US,828.0,1577,49,2004-10-11,Pragmatic Bookshelf
523,Golding's Lord of the Flies (Cliffs Notes),Maureen Kelly and CliffsNotes and William Golding,3.95,764585975.0,9780000000000.0,eng,112.0,73,8,2000-06-13,Cliffs Notes
524,Lord of the Flies,William Golding,3.68,307281701.0,9780000000000.0,eng,6.0,408,96,2005-10-11,Listening Library (Audio)
531,A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,Victor Davis Hanson,4.11,812969707.0,9780000000000.0,eng,397.0,1693,100,2006-09-12,Random House
534,We Were Not Like Other People,Ephraim Sevela and Antonina W Bouis,4.14,60255080.0,9780000000000.0,eng,216.0,1,0,1989-01-01,HarperCollins Publishers
537,The Lovely Bones,Alice Sebold,3.81,330485385.0,9780000000000.0,en-GB,328.0,6485,966,2003-06-01,Picador
539,Lovely in Her Bones (Elizabeth MacPherson  #2),Sharyn McCrumb,3.8,345360354.0,9780000000000.0,eng,224.0,1371,43,1990-05-13,Ballantine Books
565,The Zen of CSS Design: Visual Enlightenment for the Web,Dave Shea and Molly E Holzschlag,3.98,321303474.0,785000000000.0,en-US,296.0,793,28,2005-02-17,Peachpit Press
570,HTML  XHTML  and CSS (Visual Quickstart Guide),Elizabeth Castro,3.8,321430840.0,9780000000000.0,en-US,456.0,549,42,2006-08-01,Peachpit Press
576,1000 Record Covers,Michael Ochs and Patrick Javault and Ulrike Wasel,3.85,3822840858.0,9780000000000.0,mul,575.0,288,31,2005-05-15,Taschen
597,Killing Yourself to Live: 85% of a True Story,Chuck Klosterman,3.81,743264460.0,9780000000000.0,eng,245.0,26381,1109,2006-06-13,Scribner
599,Sex  Drugs  and Cocoa Puffs: A Low Culture Manifesto,Chuck Klosterman,3.73,743236017.0,9780000000000.0,eng,272.0,62089,3324,2004-07-02,Scribner
619,Vice (V  #8),Jane Feather,3.51,553572490.0,9780000000000.0,eng,419.0,474,19,1996-05-02,Bantam
629,Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus  #1),Robert M Pirsig,3.77,60589469.0,9780000000000.0,eng,540.0,166046,6446,2006-04-25,HarperTorch
639,Once Upon a Cool Motorcycle Dude,Kevin OMalley and Carol Heyer and Scott Goto,4.08,802789471.0,9780000000000.0,eng,32.0,1773,274,2005-04-01,Walker & Company
642,Guidebook to Zen and the Art of Motorcycle Maintenance,Ronald L DiSanto and Thomas J Steele,3.72,688060692.0,9780000000000.0,en-GB,408.0,286,10,1990-11-19,William Morrow Paperbacks
650,LOGO Lounge: 2 000 International Identities by Leading Designers,Catharine M Fishel and Bill Gardner,3.93,1592530877.0,9780000000000.0,eng,191.0,27,0,2004-09-01,Rockport Publishers
655,The Death of Ivan Ilych And Other Stories,Leo Tolstoy and Hugh McLean,4.11,451528808.0,9780000000000.0,eng,304.0,7300,266,2003-04-01,Signet Classics
656,War and Peace,Leo Tolstoy and Henry Gifford and Aylmer Maude and Louise Maude,4.11,192833987.0,9780000000000.0,eng,1392.0,211671,6245,1998-06-25,Oxford University Press
658,The Kingdom of God Is Within You,Leo Tolstoy and Constance Garnett,4.13,486451380.0,9780000000000.0,eng,352.0,2403,210,2006-09-08,Dover Publications
662,Atlas Shrugged,Ayn Rand and Leonard Peikoff,3.69,452011876.0,9780000000000.0,eng,1168.0,322483,14702,1999-08-01,Plume
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087.0,9780000000000.0,eng,224.0,2750,108,1963-12-01,Signet Book
664,The Fountainhead,Ayn Rand,3.87,452286751.0,9780000000000.0,en-US,752.0,1886,229,2005-04-26,Dutton
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand and Nathaniel Branden,3.51,451163931.0,9780000000000.0,eng,176.0,11462,467,1964-11-01,Signet
667,Anthem,Ayn Rand,3.63,452281253.0,9780000000000.0,eng,105.0,110952,7277,1999-12-01,NAL
668,We the Living,Ayn Rand and Leonard Peikoff,3.91,451187849.0,9780000000000.0,eng,464.0,23199,1086,1996-01-01,Signet
669,Capitalism: The Unknown Ideal,Ayn Rand and Nathaniel Branden and Alan Greenspan and Robert Hessen,3.88,451147952.0,9780000000000.0,eng,340.0,3501,153,1986-07-15,Signet
670,Letters of Ayn Rand,Ayn Rand and Michael S Berliner and Leonard Peikoff,3.96,452274044.0,9780000000000.0,eng,681.0,18,2,1997-02-01,NAL
672,Sailing for Dummies,JJ Isler and Peter Isler,3.95,471791431.0,9780000000000.0,eng,416.0,150,7,2006-06-01,For Dummies
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816.0,9780000000000.0,eng,368.0,646,83,2006-07-25,Delacorte Press
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195.0,9780000000000.0,eng,192.0,12180,630,2002-09-17,Random House Trade Paperbacks
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195.0,9780000000000.0,eng,286.0,51,5,2004-04-01,Lyons Press
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518.0,9780000000000.0,en-US,571.0,1601,284,2004-01-01,Alliance Publishing
685,The Natural,Bernard Malamud and Kevin Baker,3.63,374502005.0,9780000000000.0,eng,231.0,8854,672,2003-07-07,Farrar Straus Giroux
698,Digging to America,Anne Tyler,3.55,307263940.0,9780000000000.0,eng,277.0,17155,1841,2006-05-02,Alfred A. Knopf
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo and Bonnie Lisle,3.77,312405545.0,9780000000000.0,eng,826.0,44,3,2004-01-21,Bedford Books
703,The Plot Against America,Philip Roth,3.77,1400079497.0,9780000000000.0,eng,391.0,33321,2925,2005-09-27,Vintage International
707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621.0,9780000000000.0,en-GB,164.0,8703,417,1999-09-22,Dey Street Books
759,Collected Stories,Gabriel Garca Mrquez and Gregory Rabassa and JS Bernstein,4.19,60932686.0,9780000000000.0,eng,352.0,6375,179,2008-05-13,Harper Perennial Modern Classics
762,Crónica de una muerte anunciada,Gabriel Garca Mrquez,3.97,1400034957.0,9780000000000.0,spa,118.0,7888,411,2003-10-14,Vintage Espanol
763,Cien años de soledad,Gabriel Garca Mrquez,4.07,307350428.0,9780000000000.0,spa,496.0,130,5,2006-02-07,Plaza y Janes
764,Del amor y otros demonios,Gabriel Garca Mrquez,3.98,307350444.0,9780000000000.0,spa,176.0,4508,278,2006-02-07,Plaza y Janes
766,Memoria de mis putas tristes,Gabriel Garca Mrquez,3.6,1400095808.0,9780000000000.0,spa,112.0,5856,377,2004-10-19,Vintage Espanol
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111.0,9780000000000.0,eng,425.0,32569,1058,2004-09-02,Vintage Books USA
793,Best of London (Lonely Planet Best Of),Lonely Planet and Sarah Johnstone and Steve Fallon,3.83,1740594770.0,9780000000000.0,eng,128.0,11,0,2004-09-01,Lonely Planet
797,Lonely Planet Londres,Lonely Planet and Sarah Johnstone and Tom Masters,4.03,8408064762.0,9790000000000.0,spa,480.0,0,0,2006-05-01,Geoplaneta
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet and Mark Honan,0.0,1740592050.0,9780000000000.0,eng,295.0,0,0,2001-09-01,Lonely Planet
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,HG Bissinger,3.88,618710531.0,9780000000000.0,eng,287.0,6870,237,2006-04-04,Mariner Books
816,Cryptonomicon,Neal Stephenson,4.25,60512806.0,9780000000000.0,eng,1139.0,83184,4249,2002-11-01,Avon
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168.0,9780000000000.0,fre,418.0,5,0,2001-03-31,Payot
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357.0,9780000000000.0,en-US,815.0,19320,565,2005-06-14,William Morrow Paperbacks
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083.0,9780000000000.0,eng,927.0,30872,1735,2004-09-21,HarperCollins Perennial
824,The Cobweb,Neal Stephenson and J Frederick George,3.61,553383442.0,9780000000000.0,eng,448.0,2465,137,2005-05-31,Spectra Books
826,The Big U,Neal Stephenson,3.25,380816032.0,9780000000000.0,en-US,308.0,4657,223,2001-02-06,William Morrow Paperbacks
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson and Pedro Jorge Romero,4.19,553380966.0,9780000000000.0,eng,499.0,71042,2767,2000-05-02,Spectra
828,Interface,Neal Stephenson and George F Jewsbury and Stephen  Bury,3.68,553383434.0,9780000000000.0,eng,640.0,4731,270,2005-05-31,Spectra
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181.0,9780000000000.0,en-US,464.0,1567,65,2006-03-28,HarperTorch
830,Snow Crash,Neal Stephenson and Guy Abadia,4.03,553380958.0,9780000000000.0,eng,438.0,188100,6612,2000-08-02,Bantam Books
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington and Bill Robertie,4.16,1880685353.0,9780000000000.0,eng,450.0,1474,30,2005-06-01,Two Plus Two Publishing LLC
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington and Bill Robertie,4.24,1880685337.0,9780000000000.0,eng,381.0,1929,72,2004-12-01,Two Plus Two Publishing LLC
840,The Design of Everyday Things,Donald A Norman,4.17,465067107.0,9780000000000.0,eng,240.0,18602,1379,2002-09-19,Basic Books
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A Norman,3.95,465051367.0,9780000000000.0,eng,272.0,3702,149,2005-05-11,Basic Books
842,The Psychology of Everyday Things,Donald A Norman,4.17,465067093.0,9780000000000.0,eng,257.0,265,31,1988-06-13,Basic Books
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C Jones and Diane M Hanson and Stephen K Ray,4.27,898709199.0,9780000000000.0,en-GB,259.0,51,7,2006-04-30,Ignatius Press
864,The Alchemist,Paulo Coelho and Alan R Clarke and James Noel Smith,3.86,60887966.0,9780000000000.0,eng,192.0,920,76,2006-05-02,HarperOne
865,The Alchemist,Paulo Coelho and Alan R Clarke and zdemir nce,3.86,61122416.0,9780000000000.0,eng,197.0,1631221,55843,1993-05-01,HarperCollins
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa and Akira Watanabe,4.56,1591169259.0,9780000000000.0,eng,192.0,16666,299,2005-09-13,VIZ Media LLC
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa and Akira Watanabe,4.57,1421504596.0,9780000000000.0,eng,192.0,11451,161,2006-07-18,VIZ Media LLC
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa and Akira Watanabe,4.5,1591169208.0,9780000000000.0,eng,192.0,111091,1427,2005-05-03,VIZ Media LLC
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa and Akira Watanabe,4.55,1591169291.0,9780000000000.0,eng,200.0,10752,294,2005-11-08,VIZ Media LLC
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa and Akira Watanabe,4.52,1591169232.0,9780000000000.0,eng,192.0,14923,419,2005-07-05,VIZ Media LLC
880,Pompeii,Robert   Harris,3.82,812974611.0,9780000000000.0,eng,274.0,26922,1726,2005-11-08,Random House Trade Paperbacks
890,Of Mice and Men,John Steinbeck,3.87,142000671.0,9780000000000.0,eng,103.0,1755253,25554,2002-01-08,Penguin Books
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738.0,9780000000000.0,en-US,464.0,20529,1592,2005-09-06,It Books
903,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038.0,9780000000000.0,eng,215.0,30231,1130,2009-07-07,Turtleback Books
929,Memoirs of a Geisha,Arthur Golden,4.11,1400096898.0,9780000000000.0,eng,503.0,280309,3703,2005-11-22,Vintage Books USA
930,Memoirs of a Geisha,Arthur Golden,4.11,739326228.0,9780000000000.0,eng,434.0,1301083,19296,2005-11-15,Random House Large Print Publishing
931,Memoirs of a Geisha,Arthur Golden,4.11,99498189.0,9780000000000.0,en-US,497.0,2122,256,2005-12-01,Vintage
932,Memoirs of a Geisha: A Portrait of the Film,David        James and Peggy Mulloy and Rob Marshall and Arthur Golden,4.08,1557046832.0,9780000000000.0,eng,144.0,145,8,2005-10-20,Newmarket Press
933,Memoirs of a Geisha,Arthur Golden,4.11,99771519.0,9780000000000.0,eng,497.0,4189,462,1998-06-04,Vintage
941,Love As A Foreign Language #5,J Torres and Eric  Kim,3.44,1932664394.0,9780000000000.0,eng,58.0,9,2,2006-02-01,Oni Press
944,Jungle Love,Margaret Johnson and Philip Prowse,3.41,521750849.0,9780000000000.0,eng,95.0,59,7,2002-08-01,Cambridge University Press
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318.0,9780000000000.0,eng,0.0,22,4,2005-01-01,Moody Publishers
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797.0,9780000000000.0,eng,736.0,2418736,21303,2006-04-01,Pocket Books
966,Angeles & Demonios,Dan Brown and Ral Amundaray,3.89,972859896.0,9780000000000.0,spa,18.0,65,7,2005-12-01,FonoLibro
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674.0,9780000000000.0,eng,489.0,1679706,35877,2006-03-28,Anchor
972,Da Vinci Code (Robert Langdon  #2),Dan Brown and Daniel Roche,3.84,2266144340.0,9780000000000.0,fre,744.0,377,16,2005-05-03,Pocket
975,Deception Point,Dan Brown,3.71,1416524800.0,9780000000000.0,eng,736.0,4919,410,2006-04-01,Pocket Books
977,Deception Point,Dan Brown,3.71,552151769.0,9780000000000.0,eng,585.0,3353,183,2004-05-01,Corgi Books
980,Deception Point,Dan Brown,3.71,593055071.0,9780000000000.0,eng,448.0,61,4,2005-08-01,Bantam Press
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J Stanley and William D Danko,4.03,671015206.0,9780000000000.0,eng,258.0,61760,2600,1998-10-01,Gallery Books
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331.0,9780000000000.0,eng,320.0,88897,2334,2005-09-01,Tarcherperigee
1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239.0,9780000000000.0,eng,368.0,48,9,2004-08-07,High Roads Media
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657.0,9780000000000.0,eng,256.0,173,14,2006-06-07,Pragmatic Bookshelf
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907.0,9780000000000.0,en-US,288.0,253,17,2005-06-01,Firebrand Books
1032,Trump: The Art of the Deal,Donald J Trump and Tony Schwartz,3.66,345479173.0,9780000000000.0,en-US,384.0,12748,948,2004-12-28,Ballantine Books
1052,The Richest Man in Babylon,George S Clason,4.26,451205367.0,9780000000000.0,eng,194.0,76451,3400,2008-02-01,Berkley Books
1053,The Richest Man in Babylon,George S Clason,4.26,1419349996.0,9780000000000.0,eng,4.0,86,15,2005-06-17,Recorded Books  Inc.
1059,Shibumi,Trevanian and Gisela Stege,4.21,1400098033.0,9780000000000.0,eng,480.0,9498,637,2005-05-10,Broadway Books
1067,1776,David McCullough,4.07,743226720.0,9780000000000.0,eng,386.0,166916,6243,2006-07-04,Simon  Schuster
1068,1776,Peter  Stone and Sherman Edwards,4.22,140481397.0,9780000000000.0,eng,192.0,1299,30,1976-11-18,Penguin Books
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J Allison,3.62,226014908.0,9780000000000.0,eng,284.0,31,5,2000-07-15,University of Chicago Press
1078,The Good Earth (House of Earth  #1),Pearl S Buck,3.98,1416500189.0,9780000000000.0,eng,418.0,200744,7656,2009-03-04,Howard Publishing Co
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979.0,9780000000000.0,eng,5.0,26,2,2005-03-15,Zondervan
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582.0,9780000000000.0,eng,399.0,190039,4922,2005-07-05,Harper Perennial
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870.0,9780000000000.0,eng,384.0,811,77,2002-04-04,Penguin Books
1103,Snow Flower and the Secret Fan,Lisa See,4.07,812968069.0,9780000000000.0,eng,269.0,297533,14935,2006-02-21,Random House
1110,The Broker,John Grisham,3.78,385340540.0,9780000000000.0,eng,422.0,72361,2334,2006-09-26,Delta
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A Caro,4.51,394720245.0,9780000000000.0,eng,1344.0,11208,1237,1975-07-12,Vintage
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W Frey,3.75,345480600.0,9780000000000.0,eng,320.0,28,1,2006-07-25,Ballantine Books
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips and Michael DOrso,3.74,60193395.0,9780000000000.0,en-US,201.0,3877,275,1999-06-10,HarperCollins Publishers  Inc.
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke and Cindy Crawford,3.65,1579546013.0,9780000000000.0,en-US,288.0,401,63,2005-04-01,Rodale Books
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417.0,9780000000000.0,eng,405.0,814,51,2003-11-26,High Point Media
1130,The Warren Buffett Way,Robert G Hagstrom and Bill Miller and Kenneth L Fisher,4.13,471743674.0,9780000000000.0,en-US,245.0,228,16,2005-10-01,John Wiley & Sons
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P Miles and Tom Osborne,4.07,471430455.0,9780000000000.0,eng,432.0,39,1,2003-04-18,Wiley
1164,Monkey Business: True Story of the Scopes Trial,Marvin N Olasky and John R Perry,3.15,805431578.0,9780000000000.0,eng,368.0,26,8,2005-05-15,B Books
